ID,Area Type,Area,Period Year,Period Type,Period,Adjusted,Labor Force,Emplab,Unemployed,Unemployment Rate,Seasaonally Adjusted,Areatype Name,Area Name
5000135,5,135,2014,3,5,0,8838,8374,464,5.3,Not Adjusted,City or Town,Whitman
5000135,5,135,2014,3,6,0,8960,8456,504,5.6,Not Adjusted,City or Town,Whitman
5000135,5,135,2014,3,7,0,8982,8460,522,5.8,Not Adjusted,City or Town,Whitman
5000135,5,135,2014,3,8,0,8957,8482,475,5.3,Not Adjusted,City or Town,Whitman
5000135,5,135,2014,3,9,0,8969,8498,471,5.3,Not Adjusted,City or Town,Whitman
5000135,5,135,2014,3,10,0,9064,8645,419,4.6,Not Adjusted,City or Town,Whitman
5000135,5,135,2014,3,11,0,9120,8700,420,4.6,Not Adjusted,City or Town,Whitman
5000135,5,135,2014,3,12,0,9090,8671,419,4.6,Not Adjusted,City or Town,Whitman
5000135,5,135,2014,1,0,0,8974,8480,494,5.5,Not Adjusted,City or Town,Whitman
5000141,5,141,2014,3,1,0,18722,17371,1351,7.2,Not Adjusted,City or Town,Chelsea
5000141,5,141,2014,3,2,0,18762,17462,1300,6.9,Not Adjusted,City or Town,Chelsea
5000141,5,141,2014,3,3,0,18845,17592,1253,6.6,Not Adjusted,City or Town,Chelsea
5000141,5,141,2014,3,4,0,18694,17604,1090,5.8,Not Adjusted,City or Town,Chelsea
5000141,5,141,2014,3,5,0,18717,17615,1102,5.9,Not Adjusted,City or Town,Chelsea
5000141,5,141,2014,3,6,0,19076,17858,1218,6.4,Not Adjusted,City or Town,Chelsea
5000141,5,141,2014,3,7,0,19100,17919,1181,6.2,Not Adjusted,City or Town,Chelsea
5000141,5,141,2014,3,8,0,19120,17979,1141,6,Not Adjusted,City or Town,Chelsea
5000141,5,141,2014,3,9,0,18861,17750,1111,5.9,Not Adjusted,City or Town,Chelsea
5000141,5,141,2014,3,10,0,19002,18010,992,5.2,Not Adjusted,City or Town,Chelsea
5000141,5,141,2014,3,11,0,19097,18089,1008,5.3,Not Adjusted,City or Town,Chelsea
5000141,5,141,2014,3,12,0,19075,18057,1018,5.3,Not Adjusted,City or Town,Chelsea
5000141,5,141,2014,1,0,0,18923,17776,1147,6.1,Not Adjusted,City or Town,Chelsea
5000142,5,142,2014,3,1,0,28012,26115,1897,6.8,Not Adjusted,City or Town,Revere
5000142,5,142,2014,3,2,0,28100,26260,1840,6.5,Not Adjusted,City or Town,Revere
5000142,5,142,2014,3,3,0,28208,26453,1755,6.2,Not Adjusted,City or Town,Revere
5000142,5,142,2014,3,4,0,28014,26445,1569,5.6,Not Adjusted,City or Town,Revere
5000142,5,142,2014,3,5,0,28121,26467,1654,5.9,Not Adjusted,City or Town,Revere
5000142,5,142,2014,3,6,0,28673,26876,1797,6.3,Not Adjusted,City or Town,Revere
5000142,5,142,2014,3,7,0,28749,26951,1798,6.3,Not Adjusted,City or Town,Revere
5000142,5,142,2014,3,8,0,28713,27037,1676,5.8,Not Adjusted,City or Town,Revere
5000142,5,142,2014,3,9,0,28342,26726,1616,5.7,Not Adjusted,City or Town,Revere
5000142,5,142,2014,3,10,0,28580,27099,1481,5.2,Not Adjusted,City or Town,Revere
5000142,5,142,2014,3,11,0,28698,27229,1469,5.1,Not Adjusted,City or Town,Revere
5000142,5,142,2014,3,12,0,28579,27152,1427,5,Not Adjusted,City or Town,Revere
5000142,5,142,2014,1,0,0,28399,26734,1665,5.9,Not Adjusted,City or Town,Revere
5000143,5,143,2014,3,1,0,10099,9504,595,5.9,Not Adjusted,City or Town,Winthrop
5000143,5,143,2014,3,2,0,10122,9556,566,5.6,Not Adjusted,City or Town,Winthrop
5000143,5,143,2014,3,3,0,10165,9626,539,5.3,Not Adjusted,City or Town,Winthrop
5000143,5,143,2014,3,4,0,10110,9623,487,4.8,Not Adjusted,City or Town,Winthrop
5000143,5,143,2014,3,5,0,10149,9632,517,5.1,Not Adjusted,City or Town,Winthrop
5000143,5,143,2014,3,6,0,10349,9780,569,5.5,Not Adjusted,City or Town,Winthrop
5000143,5,143,2014,3,7,0,10399,9808,591,5.7,Not Adjusted,City or Town,Winthrop
5000143,5,143,2014,3,8,0,10383,9839,544,5.2,Not Adjusted,City or Town,Winthrop
5000143,5,143,2014,3,9,0,10289,9726,563,5.5,Not Adjusted,City or Town,Winthrop
5000143,5,143,2014,3,10,0,10377,9861,516,5,Not Adjusted,City or Town,Winthrop
5000143,5,143,2014,3,11,0,10399,9909,490,4.7,Not Adjusted,City or Town,Winthrop
5000143,5,143,2014,3,12,0,10373,9882,491,4.7,Not Adjusted,City or Town,Winthrop
5000143,5,143,2014,1,0,0,10268,9729,539,5.2,Not Adjusted,City or Town,Winthrop
5000151,5,151,2014,3,1,0,40231,34976,5255,13.1,Not Adjusted,City or Town,Fall River
5000151,5,151,2014,3,2,0,40311,35122,5189,12.9,Not Adjusted,City or Town,Fall River
5000151,5,151,2014,3,3,0,40445,35381,5064,12.5,Not Adjusted,City or Town,Fall River
5000151,5,151,2014,3,4,0,39662,35594,4068,10.3,Not Adjusted,City or Town,Fall River
5000151,5,151,2014,3,5,0,39678,35899,3779,9.5,Not Adjusted,City or Town,Fall River
5000151,5,151,2014,3,6,0,40317,36311,4006,9.9,Not Adjusted,City or Town,Fall River
5000151,5,151,2014,3,7,0,40155,36092,4063,10.1,Not Adjusted,City or Town,Fall River
5000151,5,151,2014,3,8,0,40183,36412,3771,9.4,Not Adjusted,City or Town,Fall River
5000151,5,151,2014,3,9,0,39896,36188,3708,9.3,Not Adjusted,City or Town,Fall River
5000151,5,151,2014,3,10,0,39821,36558,3263,8.2,Not Adjusted,City or Town,Fall River
5000151,5,151,2014,3,11,0,39931,36621,3310,8.3,Not Adjusted,City or Town,Fall River
5000151,5,151,2014,3,12,0,39998,36443,3555,8.9,Not Adjusted,City or Town,Fall River
5000151,5,151,2014,1,0,0,40052,35966,4086,10.2,Not Adjusted,City or Town,Fall River
5000152,5,152,2014,3,1,0,5188,4780,408,7.9,Not Adjusted,City or Town,Freetown
5000152,5,152,2014,3,2,0,5209,4793,416,8,Not Adjusted,City or Town,Freetown
5000152,5,152,2014,3,3,0,5233,4840,393,7.5,Not Adjusted,City or Town,Freetown
5000152,5,152,2014,3,4,0,5162,4847,315,6.1,Not Adjusted,City or Town,Freetown
5000152,5,152,2014,3,5,0,5170,4864,306,5.9,Not Adjusted,City or Town,Freetown
5000152,5,152,2014,3,6,0,5233,4917,316,6,Not Adjusted,City or Town,Freetown
5000152,5,152,2014,3,7,0,5218,4886,332,6.4,Not Adjusted,City or Town,Freetown
5000152,5,152,2014,3,8,0,5221,4913,308,5.9,Not Adjusted,City or Town,Freetown
5000152,5,152,2014,3,9,0,5174,4886,288,5.6,Not Adjusted,City or Town,Freetown
5000152,5,152,2014,3,10,0,5221,4959,262,5,Not Adjusted,City or Town,Freetown
5000152,5,152,2014,3,11,0,5243,4981,262,5,Not Adjusted,City or Town,Freetown
5000152,5,152,2014,3,12,0,5261,4990,271,5.2,Not Adjusted,City or Town,Freetown
5000152,5,152,2014,1,0,0,5211,4888,323,6.2,Not Adjusted,City or Town,Freetown
5000153,5,153,2014,3,1,0,9112,8355,757,8.3,Not Adjusted,City or Town,Somerset
5000153,5,153,2014,3,2,0,9135,8391,744,8.1,Not Adjusted,City or Town,Somerset
5000153,5,153,2014,3,3,0,9176,8451,725,7.9,Not Adjusted,City or Town,Somerset
5000153,5,153,2014,3,4,0,9092,8495,597,6.6,Not Adjusted,City or Town,Somerset
5000153,5,153,2014,3,5,0,9150,8571,579,6.3,Not Adjusted,City or Town,Somerset
5000153,5,153,2014,3,6,0,9287,8681,606,6.5,Not Adjusted,City or Town,Somerset
5000153,5,153,2014,3,7,0,9258,8624,634,6.8,Not Adjusted,City or Town,Somerset
5000153,5,153,2014,3,8,0,9299,8699,600,6.5,Not Adjusted,City or Town,Somerset
5000153,5,153,2014,3,9,0,9220,8657,563,6.1,Not Adjusted,City or Town,Somerset
5000153,5,153,2014,3,10,0,9247,8740,507,5.5,Not Adjusted,City or Town,Somerset
5000153,5,153,2014,3,11,0,9262,8758,504,5.4,Not Adjusted,City or Town,Somerset
5000153,5,153,2014,3,12,0,9229,8705,524,5.7,Not Adjusted,City or Town,Somerset
5000153,5,153,2014,1,0,0,9206,8594,612,6.6,Not Adjusted,City or Town,Somerset
5000154,5,154,2014,3,1,0,9217,8451,766,8.3,Not Adjusted,City or Town,Swansea
5000154,5,154,2014,3,2,0,9259,8488,771,8.3,Not Adjusted,City or Town,Swansea
5000154,5,154,2014,3,3,0,9281,8550,731,7.9,Not Adjusted,City or Town,Swansea
5000154,5,154,2014,3,4,0,9169,8594,575,6.3,Not Adjusted,City or Town,Swansea
5000154,5,154,2014,3,5,0,9222,8670,552,6,Not Adjusted,City or Town,Swansea
5000154,5,154,2014,3,6,0,9378,8781,597,6.4,Not Adjusted,City or Town,Swansea
5000154,5,154,2014,3,7,0,9330,8723,607,6.5,Not Adjusted,City or Town,Swansea
5000154,5,154,2014,3,8,0,9369,8800,569,6.1,Not Adjusted,City or Town,Swansea
5000154,5,154,2014,3,9,0,9302,8757,545,5.9,Not Adjusted,City or Town,Swansea
5000154,5,154,2014,3,10,0,9331,8840,491,5.3,Not Adjusted,City or Town,Swansea
5000154,5,154,2014,3,11,0,9347,8858,489,5.2,Not Adjusted,City or Town,Swansea
5000154,5,154,2014,3,12,0,9318,8806,512,5.5,Not Adjusted,City or Town,Swansea
5000154,5,154,2014,1,0,0,9293,8693,600,6.5,Not Adjusted,City or Town,Swansea
5000155,5,155,2014,3,1,0,8277,7462,815,9.8,Not Adjusted,City or Town,Westport
5000155,5,155,2014,3,2,0,8284,7478,806,9.7,Not Adjusted,City or Town,Westport
5000155,5,155,2014,3,3,0,8282,7532,750,9.1,Not Adjusted,City or Town,Westport
5000155,5,155,2014,3,4,0,8193,7606,587,7.2,Not Adjusted,City or Town,Westport
5000155,5,155,2014,3,5,0,8217,7662,555,6.8,Not Adjusted,City or Town,Westport
5000155,5,155,2014,3,6,0,8302,7724,578,7,Not Adjusted,City or Town,Westport
5000155,5,155,2014,3,7,0,8267,7687,580,7,Not Adjusted,City or Town,Westport
5000155,5,155,2014,3,8,0,8317,7754,563,6.8,Not Adjusted,City or Town,Westport
5000155,5,155,2014,3,9,0,8224,7692,532,6.5,Not Adjusted,City or Town,Westport
5000155,5,155,2014,3,10,0,8273,7783,490,5.9,Not Adjusted,City or Town,Westport
5000155,5,155,2014,3,11,0,8301,7798,503,6.1,Not Adjusted,City or Town,Westport
5000155,5,155,2014,3,12,0,8273,7758,515,6.2,Not Adjusted,City or Town,Westport
5000155,5,155,2014,1,0,0,8267,7661,606,7.3,Not Adjusted,City or Town,Westport
5000161,5,161,2014,3,1,0,19246,17314,1932,10,Not Adjusted,City or Town,Fitchburg
5000161,5,161,2014,3,2,0,19233,17386,1847,9.6,Not Adjusted,City or Town,Fitchburg
5000161,5,161,2014,3,3,0,19352,17528,1824,9.4,Not Adjusted,City or Town,Fitchburg
5000161,5,161,2014,3,4,0,19038,17429,1609,8.5,Not Adjusted,City or Town,Fitchburg
5000161,5,161,2014,3,5,0,19105,17539,1566,8.2,Not Adjusted,City or Town,Fitchburg
5000161,5,161,2014,3,6,0,19509,17845,1664,8.5,Not Adjusted,City or Town,Fitchburg
5000161,5,161,2014,3,7,0,19460,17769,1691,8.7,Not Adjusted,City or Town,Fitchburg
5000161,5,161,2014,3,8,0,19387,17760,1627,8.4,Not Adjusted,City or Town,Fitchburg
5000161,5,161,2014,3,9,0,19376,17844,1532,7.9,Not Adjusted,City or Town,Fitchburg
5000161,5,161,2014,3,10,0,19398,18071,1327,6.8,Not Adjusted,City or Town,Fitchburg
5000161,5,161,2014,3,11,0,19525,18175,1350,6.9,Not Adjusted,City or Town,Fitchburg
5000161,5,161,2014,3,12,0,19558,18193,1365,7,Not Adjusted,City or Town,Fitchburg
5000161,5,161,2014,1,0,0,19349,17738,1611,8.3,Not Adjusted,City or Town,Fitchburg
5000162,5,162,2014,3,1,0,3484,3245,239,6.9,Not Adjusted,City or Town,Ashburnham
5000162,5,162,2014,3,2,0,3486,3253,233,6.7,Not Adjusted,City or Town,Ashburnham
5000162,5,162,2014,3,3,0,3502,3280,222,6.3,Not Adjusted,City or Town,Ashburnham
5000162,5,162,2014,3,4,0,3475,3269,206,5.9,Not Adjusted,City or Town,Ashburnham
5000162,5,162,2014,3,5,0,3488,3287,201,5.8,Not Adjusted,City or Town,Ashburnham
5000162,5,162,2014,3,6,0,3555,3339,216,6.1,Not Adjusted,City or Town,Ashburnham
5000162,5,162,2014,3,7,0,3548,3327,221,6.2,Not Adjusted,City or Town,Ashburnham
5000162,5,162,2014,3,8,0,3532,3326,206,5.8,Not Adjusted,City or Town,Ashburnham
5000162,5,162,2014,3,9,0,3538,3339,199,5.6,Not Adjusted,City or Town,Ashburnham
5000162,5,162,2014,3,10,0,3566,3384,182,5.1,Not Adjusted,City or Town,Ashburnham
5000162,5,162,2014,3,11,0,3590,3404,186,5.2,Not Adjusted,City or Town,Ashburnham
5000162,5,162,2014,3,12,0,3583,3403,180,5,Not Adjusted,City or Town,Ashburnham
5000162,5,162,2014,1,0,0,3529,3321,208,5.9,Not Adjusted,City or Town,Ashburnham
5000163,5,163,2014,3,1,0,1817,1691,126,6.9,Not Adjusted,City or Town,Ashby
5000163,5,163,2014,3,2,0,1818,1694,124,6.8,Not Adjusted,City or Town,Ashby
5000163,5,163,2014,3,3,0,1824,1709,115,6.3,Not Adjusted,City or Town,Ashby
5000163,5,163,2014,3,4,0,1815,1724,91,5,Not Adjusted,City or Town,Ashby
5000163,5,163,2014,3,5,0,1815,1727,88,4.8,Not Adjusted,City or Town,Ashby
5000163,5,163,2014,3,6,0,1827,1727,100,5.5,Not Adjusted,City or Town,Ashby
5000163,5,163,2014,3,7,0,1853,1744,109,5.9,Not Adjusted,City or Town,Ashby
5000163,5,163,2014,3,8,0,1841,1741,100,5.4,Not Adjusted,City or Town,Ashby
5000163,5,163,2014,3,9,0,1798,1709,89,4.9,Not Adjusted,City or Town,Ashby
5000163,5,163,2014,3,10,0,1822,1747,75,4.1,Not Adjusted,City or Town,Ashby
5000163,5,163,2014,3,11,0,1819,1747,72,4,Not Adjusted,City or Town,Ashby
5000163,5,163,2014,3,12,0,1841,1768,73,4,Not Adjusted,City or Town,Ashby
5000163,5,163,2014,1,0,0,1824,1727,97,5.3,Not Adjusted,City or Town,Ashby
5000164,5,164,2014,3,1,0,3960,3673,287,7.2,Not Adjusted,City or Town,Ayer
5000164,5,164,2014,3,2,0,3953,3681,272,6.9,Not Adjusted,City or Town,Ayer
5000164,5,164,2014,3,3,0,3977,3708,269,6.8,Not Adjusted,City or Town,Ayer
5000164,5,164,2014,3,4,0,3974,3728,246,6.2,Not Adjusted,City or Town,Ayer
5000164,5,164,2014,3,5,0,3980,3739,241,6.1,Not Adjusted,City or Town,Ayer
5000164,5,164,2014,3,6,0,4031,3775,256,6.4,Not Adjusted,City or Town,Ayer
5000164,5,164,2014,3,7,0,4052,3796,256,6.3,Not Adjusted,City or Town,Ayer
5000164,5,164,2014,3,8,0,4022,3781,241,6,Not Adjusted,City or Town,Ayer
5000164,5,164,2014,3,9,0,3986,3746,240,6,Not Adjusted,City or Town,Ayer
5000164,5,164,2014,3,10,0,4033,3816,217,5.4,Not Adjusted,City or Town,Ayer
5000164,5,164,2014,3,11,0,4048,3825,223,5.5,Not Adjusted,City or Town,Ayer
5000164,5,164,2014,3,12,0,4049,3835,214,5.3,Not Adjusted,City or Town,Ayer
5000164,5,164,2014,1,0,0,4006,3759,247,6.2,Not Adjusted,City or Town,Ayer
5000165,5,165,2014,3,1,0,2820,2686,134,4.8,Not Adjusted,City or Town,Boxborough
5000165,5,165,2014,3,2,0,2820,2696,124,4.4,Not Adjusted,City or Town,Boxborough
5000165,5,165,2014,3,3,0,2834,2715,119,4.2,Not Adjusted,City or Town,Boxborough
5000165,5,165,2014,3,4,0,2836,2720,116,4.1,Not Adjusted,City or Town,Boxborough
5000165,5,165,2014,3,5,0,2845,2722,123,4.3,Not Adjusted,City or Town,Boxborough
5000165,5,165,2014,3,6,0,2902,2763,139,4.8,Not Adjusted,City or Town,Boxborough
5000165,5,165,2014,3,7,0,2899,2770,129,4.4,Not Adjusted,City or Town,Boxborough
5000165,5,165,2014,3,8,0,2898,2777,121,4.2,Not Adjusted,City or Town,Boxborough
5000165,5,165,2014,3,9,0,2879,2750,129,4.5,Not Adjusted,City or Town,Boxborough
5000165,5,165,2014,3,10,0,2896,2787,109,3.8,Not Adjusted,City or Town,Boxborough
5000165,5,165,2014,3,11,0,2905,2804,101,3.5,Not Adjusted,City or Town,Boxborough
5000165,5,165,2014,3,12,0,2879,2787,92,3.2,Not Adjusted,City or Town,Boxborough
5000165,5,165,2014,1,0,0,2868,2748,120,4.2,Not Adjusted,City or Town,Boxborough
5000166,5,166,2014,3,1,0,8071,7404,667,8.3,Not Adjusted,City or Town,Clinton
5000166,5,166,2014,3,2,0,8088,7449,639,7.9,Not Adjusted,City or Town,Clinton
5000166,5,166,2014,3,3,0,8118,7509,609,7.5,Not Adjusted,City or Town,Clinton
5000166,5,166,2014,3,4,0,8039,7508,531,6.6,Not Adjusted,City or Town,Clinton
5000166,5,166,2014,3,5,0,8002,7507,495,6.2,Not Adjusted,City or Town,Clinton
5000166,5,166,2014,3,6,0,8116,7585,531,6.5,Not Adjusted,City or Town,Clinton
5000166,5,166,2014,3,7,0,8107,7553,554,6.8,Not Adjusted,City or Town,Clinton
5000166,5,166,2014,3,8,0,8158,7615,543,6.7,Not Adjusted,City or Town,Clinton
5000166,5,166,2014,3,9,0,8076,7558,518,6.4,Not Adjusted,City or Town,Clinton
5000166,5,166,2014,3,10,0,8112,7668,444,5.5,Not Adjusted,City or Town,Clinton
5000166,5,166,2014,3,11,0,8141,7698,443,5.4,Not Adjusted,City or Town,Clinton
5000166,5,166,2014,3,12,0,8199,7721,478,5.8,Not Adjusted,City or Town,Clinton
5000166,5,166,2014,1,0,0,8103,7565,538,6.6,Not Adjusted,City or Town,Clinton
5000167,5,167,2014,3,1,0,9429,8589,840,8.9,Not Adjusted,City or Town,Gardner
5000167,5,167,2014,3,2,0,9457,8625,832,8.8,Not Adjusted,City or Town,Gardner
5000167,5,167,2014,3,3,0,9493,8696,797,8.4,Not Adjusted,City or Town,Gardner
5000167,5,167,2014,3,4,0,9330,8644,686,7.4,Not Adjusted,City or Town,Gardner
5000167,5,167,2014,3,5,0,9383,8700,683,7.3,Not Adjusted,City or Town,Gardner
5000167,5,167,2014,3,6,0,9594,8856,738,7.7,Not Adjusted,City or Town,Gardner
5000167,5,167,2014,3,7,0,9608,8816,792,8.2,Not Adjusted,City or Town,Gardner
5000167,5,167,2014,3,8,0,9550,8811,739,7.7,Not Adjusted,City or Town,Gardner
5000167,5,167,2014,3,9,0,9560,8858,702,7.3,Not Adjusted,City or Town,Gardner
5000167,5,167,2014,3,10,0,9590,8967,623,6.5,Not Adjusted,City or Town,Gardner
5000167,5,167,2014,3,11,0,9642,9022,620,6.4,Not Adjusted,City or Town,Gardner
5000167,5,167,2014,3,12,0,9639,9023,616,6.4,Not Adjusted,City or Town,Gardner
5000167,5,167,2014,1,0,0,9523,8801,722,7.6,Not Adjusted,City or Town,Gardner
5000168,5,168,2014,3,1,0,5762,5466,296,5.1,Not Adjusted,City or Town,Groton
5000168,5,168,2014,3,2,0,5754,5474,280,4.9,Not Adjusted,City or Town,Groton
5000168,5,168,2014,3,3,0,5767,5511,256,4.4,Not Adjusted,City or Town,Groton
5000168,5,168,2014,3,4,0,5772,5541,231,4,Not Adjusted,City or Town,Groton
5000168,5,168,2014,3,5,0,5800,5557,243,4.2,Not Adjusted,City or Town,Groton
5000168,5,168,2014,3,6,0,5883,5622,261,4.4,Not Adjusted,City or Town,Groton
5000168,5,168,2014,3,7,0,5921,5648,273,4.6,Not Adjusted,City or Town,Groton
5000168,5,168,2014,3,8,0,5882,5623,259,4.4,Not Adjusted,City or Town,Groton
5000168,5,168,2014,3,9,0,5850,5587,263,4.5,Not Adjusted,City or Town,Groton
5000168,5,168,2014,3,10,0,5922,5684,238,4,Not Adjusted,City or Town,Groton
5000168,5,168,2014,3,11,0,5937,5703,234,3.9,Not Adjusted,City or Town,Groton
5000168,5,168,2014,3,12,0,5910,5700,210,3.6,Not Adjusted,City or Town,Groton
5000168,5,168,2014,1,0,0,5847,5593,254,4.3,Not Adjusted,City or Town,Groton
5000169,5,169,2014,3,1,0,2634,2511,123,4.7,Not Adjusted,City or Town,Harvard
5000169,5,169,2014,3,2,0,2625,2506,119,4.5,Not Adjusted,City or Town,Harvard
5000169,5,169,2014,3,3,0,2637,2519,118,4.5,Not Adjusted,City or Town,Harvard
5000169,5,169,2014,3,4,0,2650,2543,107,4,Not Adjusted,City or Town,Harvard
5000169,5,169,2014,3,5,0,2660,2549,111,4.2,Not Adjusted,City or Town,Harvard
5000169,5,169,2014,3,6,0,2703,2584,119,4.4,Not Adjusted,City or Town,Harvard
5000169,5,169,2014,3,7,0,2703,2590,113,4.2,Not Adjusted,City or Town,Harvard
5000169,5,169,2014,3,8,0,2687,2576,111,4.1,Not Adjusted,City or Town,Harvard
5000169,5,169,2014,3,9,0,2687,2574,113,4.2,Not Adjusted,City or Town,Harvard
5000169,5,169,2014,3,10,0,2713,2613,100,3.7,Not Adjusted,City or Town,Harvard
5000169,5,169,2014,3,11,0,2735,2631,104,3.8,Not Adjusted,City or Town,Harvard
5000169,5,169,2014,3,12,0,2696,2604,92,3.4,Not Adjusted,City or Town,Harvard
5000169,5,169,2014,1,0,0,2678,2567,111,4.1,Not Adjusted,City or Town,Harvard
5000170,5,170,2014,3,1,0,3857,3634,223,5.8,Not Adjusted,City or Town,Lancaster
5000170,5,170,2014,3,2,0,3858,3650,208,5.4,Not Adjusted,City or Town,Lancaster
5000170,5,170,2014,3,3,0,3875,3680,195,5,Not Adjusted,City or Town,Lancaster
5000170,5,170,2014,3,4,0,3860,3685,175,4.5,Not Adjusted,City or Town,Lancaster
5000170,5,170,2014,3,5,0,3864,3684,180,4.7,Not Adjusted,City or Town,Lancaster
5000170,5,170,2014,3,6,0,3917,3720,197,5,Not Adjusted,City or Town,Lancaster
5000170,5,170,2014,3,7,0,3898,3705,193,5,Not Adjusted,City or Town,Lancaster
5000170,5,170,2014,3,8,0,3910,3735,175,4.5,Not Adjusted,City or Town,Lancaster
5000170,5,170,2014,3,9,0,3879,3709,170,4.4,Not Adjusted,City or Town,Lancaster
5000170,5,170,2014,3,10,0,3919,3762,157,4,Not Adjusted,City or Town,Lancaster
5000170,5,170,2014,3,11,0,3937,3781,156,4,Not Adjusted,City or Town,Lancaster
5000170,5,170,2014,3,12,0,3932,3783,149,3.8,Not Adjusted,City or Town,Lancaster
5000170,5,170,2014,1,0,0,3893,3711,182,4.7,Not Adjusted,City or Town,Lancaster
5000172,5,172,2014,3,1,0,21569,19783,1786,8.3,Not Adjusted,City or Town,Leominster
5000172,5,172,2014,3,2,0,21573,19832,1741,8.1,Not Adjusted,City or Town,Leominster
5000172,5,172,2014,3,3,0,21689,19987,1702,7.8,Not Adjusted,City or Town,Leominster
5000172,5,172,2014,3,4,0,21401,19928,1473,6.9,Not Adjusted,City or Town,Leominster
5000172,5,172,2014,3,5,0,21491,20043,1448,6.7,Not Adjusted,City or Town,Leominster
5000172,5,172,2014,3,6,0,21935,20372,1563,7.1,Not Adjusted,City or Town,Leominster
5000172,5,172,2014,3,7,0,21900,20288,1612,7.4,Not Adjusted,City or Town,Leominster
5000172,5,172,2014,3,8,0,21795,20275,1520,7,Not Adjusted,City or Town,Leominster
5000172,5,172,2014,3,9,0,21850,20377,1473,6.7,Not Adjusted,City or Town,Leominster
5000172,5,172,2014,3,10,0,21924,20637,1287,5.9,Not Adjusted,City or Town,Leominster
5000172,5,172,2014,3,11,0,22075,20773,1302,5.9,Not Adjusted,City or Town,Leominster
5000172,5,172,2014,3,12,0,22047,20733,1314,6,Not Adjusted,City or Town,Leominster
5000172,5,172,2014,1,0,0,21770,20252,1518,7,Not Adjusted,City or Town,Leominster
5000173,5,173,2014,3,1,0,6060,5685,375,6.2,Not Adjusted,City or Town,Lunenburg
5000173,5,173,2014,3,2,0,6059,5693,366,6,Not Adjusted,City or Town,Lunenburg
5000173,5,173,2014,3,3,0,6095,5738,357,5.9,Not Adjusted,City or Town,Lunenburg
5000173,5,173,2014,3,4,0,6050,5737,313,5.2,Not Adjusted,City or Town,Lunenburg
5000173,5,173,2014,3,5,0,6078,5766,312,5.1,Not Adjusted,City or Town,Lunenburg
5000173,5,173,2014,3,6,0,6177,5840,337,5.5,Not Adjusted,City or Town,Lunenburg
5000173,5,173,2014,3,7,0,6174,5824,350,5.7,Not Adjusted,City or Town,Lunenburg
5000173,5,173,2014,3,8,0,6135,5822,313,5.1,Not Adjusted,City or Town,Lunenburg
5000173,5,173,2014,3,9,0,6139,5833,306,5,Not Adjusted,City or Town,Lunenburg
5000173,5,173,2014,3,10,0,6198,5918,280,4.5,Not Adjusted,City or Town,Lunenburg
5000173,5,173,2014,3,11,0,6243,5952,291,4.7,Not Adjusted,City or Town,Lunenburg
5000173,5,173,2014,3,12,0,6238,5952,286,4.6,Not Adjusted,City or Town,Lunenburg
5000173,5,173,2014,1,0,0,6137,5813,324,5.3,Not Adjusted,City or Town,Lunenburg
5000174,5,174,2014,3,1,0,6861,6430,431,6.3,Not Adjusted,City or Town,Pepperell
5000174,5,174,2014,3,2,0,6828,6415,413,6,Not Adjusted,City or Town,Pepperell
5000174,5,174,2014,3,3,0,6838,6444,394,5.8,Not Adjusted,City or Town,Pepperell
5000174,5,174,2014,3,4,0,6788,6461,327,4.8,Not Adjusted,City or Town,Pepperell
5000174,5,174,2014,3,5,0,6799,6479,320,4.7,Not Adjusted,City or Town,Pepperell
5000174,5,174,2014,3,6,0,6910,6579,331,4.8,Not Adjusted,City or Town,Pepperell
5000174,5,174,2014,3,7,0,6885,6540,345,5,Not Adjusted,City or Town,Pepperell
5000174,5,174,2014,3,8,0,6868,6540,328,4.8,Not Adjusted,City or Town,Pepperell
5000174,5,174,2014,3,9,0,6880,6554,326,4.7,Not Adjusted,City or Town,Pepperell
5000174,5,174,2014,3,10,0,6913,6622,291,4.2,Not Adjusted,City or Town,Pepperell
5000174,5,174,2014,3,11,0,6957,6668,289,4.2,Not Adjusted,City or Town,Pepperell
5000174,5,174,2014,3,12,0,6941,6652,289,4.2,Not Adjusted,City or Town,Pepperell
5000174,5,174,2014,1,0,0,6872,6532,340,4.9,Not Adjusted,City or Town,Pepperell
5000175,5,175,2014,3,1,0,1890,1779,111,5.9,Not Adjusted,City or Town,Princeton
5000175,5,175,2014,3,2,0,1889,1786,103,5.5,Not Adjusted,City or Town,Princeton
5000175,5,175,2014,3,3,0,1894,1800,94,5,Not Adjusted,City or Town,Princeton
5000175,5,175,2014,3,4,0,1890,1807,83,4.4,Not Adjusted,City or Town,Princeton
5000175,5,175,2014,3,5,0,1896,1806,90,4.7,Not Adjusted,City or Town,Princeton
5000175,5,175,2014,3,6,0,1914,1818,96,5,Not Adjusted,City or Town,Princeton
5000175,5,175,2014,3,7,0,1908,1813,95,5,Not Adjusted,City or Town,Princeton
5000175,5,175,2014,3,8,0,1917,1828,89,4.6,Not Adjusted,City or Town,Princeton
5000175,5,175,2014,3,9,0,1896,1811,85,4.5,Not Adjusted,City or Town,Princeton
5000175,5,175,2014,3,10,0,1922,1841,81,4.2,Not Adjusted,City or Town,Princeton
5000175,5,175,2014,3,11,0,1928,1847,81,4.2,Not Adjusted,City or Town,Princeton
5000175,5,175,2014,3,12,0,1924,1850,74,3.8,Not Adjusted,City or Town,Princeton
